arif,2019/10/16 17:21:04,0
abu,2019/10/16 17:21:38,1
akram,2019/10/16 17:27:11,0
ahmad,2019/10/16 17:30:27,0
tt,2019/10/16 17:33:22,0
hh,2019/10/16 17:33:41,0
mujib,2019/10/16 17:34:33,0
arif,2019/10/16 18:36:38,18
fffffffff,2019/10/16 18:43:46,3
ter,2019/10/16 18:49:00,2
tikus,2019/10/16 18:50:18,7
tikss,2019/10/16 18:52:15,0
test,2019/10/16 18:54:38,2
shah,2019/10/16 19:52:27,10
irfan,2019/10/16 19:53:41,4
Samad,2019/10/16 19:55:01,2
